Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_UF,Barragem_Municipio,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Submetida à algum regulamento?,Houve alguma fiscalização no período deste RSB?
Brejinho Sede ,6.0,0.368834,terra,190.0,irrigação,BA,Ibicoara,baixo,médio,sim,sim,não,sim,não,sim,sim,não,operação,sim,Sim,Não
Brejinho Tonhão ,7.5,0.314,terra,160.0,irrigação,BA,Ibicoara,baixo,médio,sim,sim,não,sim,não,sim,sim,não,operação,sim,Sim,Não
Cachoeira,5.0,0.25,terra,115.0,abastecimento humano,BA,Planalto,alto,médio,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Genipapo,7.36,0.953742,alvenaria,89.0,abastecimento humano,BA,Itiúba,médio,médio,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Laginha,10.0,0.703,terra,204.0,abastecimento humano,BA,Monte Santo,médio,médio,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Macaco,8.0,0.4,terra,150.0,abastecimento humano,BA,Pintadas,médio,médio,sim,não,não,não,não,não,não,não,operação,sim,Sim,Não
Melancia,4.0,0.323,terra,135.0,abastecimento humano,BA,Euclides da Cunha,alto,médio,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
MWR 102,9.0,0.5,terra,72.0,industrial,BA,Vera Cruz,alto,médio,não,sim,não,não,não,sim,sim,não,operação,sim,Sim,Não
Poço da Pedra,14.5,6.5,terra,305.0,regularização de vazão,BA,Casa Nova,médio,médio,não,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Rio do Sal,3.0,0.004714680000000001,terra,51.0,abastecimento humano,BA,Paulo Afonso,alto,médio,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Rio Tijuco,22.7,1.13,terra,165.0,abastecimento humano,BA,Mulungu do Morro / Bonito,médio,médio,sim,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Roncador,18.0,1.201188,terra,400.0,irrigação,BA,Ibicoara/Mucugê,médio,médio,sim,sim,sim,sim,não,sim,sim,não,operação,sim,Sim,Não
Angico,16.0,3.0,terra,120.0,abastecimento humano,BA,Mairi,médio,baixo,não,não,não,sim,não,não,não,não,operação,sim,Sim,Não
Arizona III,5.0,0.18154,terra,60.0,irrigação,BA,Ibicoara,baixo,baixo,não,não,não,sim,não,sim,sim,não,operação,não,Sim,Não
Boa Vista,5.0,0.38,terra,248.0,abastecimento humano,BA,Conceição do Coité,alto,baixo,não,não,não,não,não,não,não,não,operação,não,Sim,Não
Brejinho Maracujá ,4.0,0.014073,terra,135.0,irrigação,BA,Ibicoara,baixo,baixo,não,não,não,sim,não,sim,sim,não,operação,não,Sim,Não
Fazenda Paraíso I,12.0,0.475206,terra,210.0,irrigação,BA,Ibicoara / Mucugê,alto,baixo,não,não,não,não,não,não,sim,não,operação,não,Sim,Não
Fazenda Paraíso II,6.0,0.045,terra,97.0,regularização de vazão,BA,Ibicoara,alto,baixo,não,não,não,não,não,não,não,não,operação,não,Sim,Não
Fazenda Progresso III,7.0,0.430225,terra,112.5,irrigação,BA,Ibicoara,médio,baixo,não,não,não,não,não,não,sim,não,operação,não,Sim,Não
Fazenda Riachão,12.0,0.715991,terra,173.0,irrigação,BA,Ibicoara / Mucugê,médio,baixo,não,não,não,não,não,não,sim,não,operação,não,Sim,Não
Fazenda Três Irmãos I,7.0,0.276985,terra,151.0,irrigação,BA,Mucugê,alto,baixo,não,não,não,não,não,não,não,não,operação,não,Sim,Não
Guaíra I,5.0,0.171108,terra,175.0,irrigação,BA,Mucugê,alto,baixo,não,não,não,sim,não,sim,sim,não,operação,não,Sim,Não
Itajuipe,1.2,0.00086,concreto convencional,52.18,abastecimento humano,BA,Itajuipe,médio,baixo,não,não,não,sim,sim,não,não,não,operação,não,Sim,Não
Malhador ,4.0,0.35,alvenaria,118.5,abastecimento humano,BA,Ipirá,médio,baixo,não,não,não,não,não,não,não,não,operação,não,Sim,Não
MWR 107,5.0,0.09666,terra,30.0,industrial,BA,Vera Cruz,médio,baixo,não,não,não,não,não,sim,sim,não,operação,não,Sim,Não
Quixabeira,4.0,0.357043,alvenaria,100.0,abastecimento humano,BA,Ipirá,médio,baixo,não,não,não,não,não,não,não,não,operação,não,Sim,Não
Ratinho II,5.07,0.0055774,terra,113.47,irrigação,BA,Mucugê,alto,baixo,não,não,não,não,sim,não,sim,não,operação,não,Sim,Não
Três Morros II,5.9,0.00329494,terra-enrocamento,44.33,irrigação,BA,Mucugê,médio,baixo,não,não,não,não,sim,sim,sim,não,operação,não,Sim,Não
Água Fria I,6.0,0.174643,concreto convencional,55.0,abastecimento humano,BA,Barra do Choça,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Água Fria II,21.0,6.457,terra,394.0,abastecimento humano,BA,Barra do Choça,médio,alto,sim,sim,não,não,não,não,sim,não,operação,sim,Sim,Não
Águas Claras,17.0,1.75,terra-enrocamento,200.0,industrial,BA,Caetité,alto,alto,não,não,não,não,não,sim,sim,não,operação,sim,Sim,Não
Aipim,30.0,2.278,terra,173.0,abastecimento humano,BA,Pindobaçu / Antônio Gonçalves,médio,alto,sim,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Alpercata I,5.87,0.14799177,terra,139.45,irrigação,BA,Mucugê,médio,alto,sim,sim,não,não,sim,sim,sim,não,operação,sim,Sim,Não
Amargoso,9.0,0.26487,terra,129.0,abastecimento humano,BA,Maetinga,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Anagé ,53.5,255.63,terra,1500.0,abastecimento humano,BA,Anagé / Caraíbas,médio,alto,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Angelim,22.0,20.52,terra,400.0,abastecimento humano,BA,Morro do Chapéu,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Angico,6.95,0.597,terra,175.0,recreação,BA,Vitória da Conquista,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Aniceto,4.0,0.216,terra,102.0,abastecimento humano,BA,Bom Jesus da Serra,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Apertado ,27.2,108.69,terra,701.8,abastecimento humano,BA,Mucugê,médio,alto,sim,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Aracatu,24.0,6.4,terra,225.0,abastecimento humano,BA,Aracatu,médio,alto,sim,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Araci,27.4,65.8392,terra,1071.0,abastecimento humano,BA,Araci,médio,alto,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Arizona I,11.0,0.03184,terra,63.0,irrigação,BA,Ibicoara,alto,alto,sim,sim,sim,sim,não,sim,sim,não,operação,sim,Sim,Não
Arizona II,16.0,0.27771956,terra,141.0,irrigação,BA,Ibicoara,alto,alto,sim,sim,sim,sim,não,sim,sim,não,operação,sim,Sim,Não
Bandeira de Melo,19.1,111.59,outro,1160.0,abastecimento humano,BA,Boa Vista do Tupim / Itaetê,médio,alto,sim,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Barra do Mendes ,8.0,1.0,alvenaria,121.0,abastecimento humano,BA,Barra do Mendes,médio,alto,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Barreiro ,9.0,0.83,terra,138.0,abastecimento humano,BA,Caculé,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Barreiro 2,7.0,0.34,terra,148.0,abastecimento humano,BA,Piripá,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Beco Bebedouro,13.0,1.1,alvenaria,55.0,abastecimento humano,BA,Seabra,alto,alto,sim,não,não,não,não,não,não,não,operação,sim,Sim,Não
Bela Vista,9.0,0.2503125,terra,71.5,abastecimento humano,BA,Planalto,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Boa Vista 2,27.0,38.913,alvenaria,212.41,sem informação,BA,Ipupiara,alto,alto,não,não,não,sim,não,sim,sim,não,inativa,sim,Sim,Não
Botuporã,7.17,1.171,terra,268.0,abastecimento humano,BA,Botuporã,alto,alto,não,não,não,não,não,sim,sim,não,operação,sim,Sim,Não
Brejo Grande,8.0,2.1736,terra,90.0,abastecimento humano,BA,Miguel Calmon,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Brumado,15.0,6.931,terra,300.0,abastecimento humano,BA,Brumado,alto,alto,sim,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Caatiba,5.5,0.013,concreto convencional,43.0,abastecimento humano,BA,Caatiba,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Caatinga do Moura,13.5,3.6,concreto convencional,285.0,irrigação,BA,Jacobina,médio,alto,não,sim,não,não,não,sim,sim,não,operação,sim,Sim,Não
Cabeceira do Rio,6.0,0.15,alvenaria,170.0,abastecimento humano,BA,Utinga,médio,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Cachoeira Grande,14.84,3.658076,concreto compactado a rolo  (ccr),207.0,abastecimento humano,BA,Jacobina,médio,alto,sim,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Caibaté,7.0,1.661433,terra,168.0,irrigação,BA,Mucugê,alto,alto,sim,sim,não,não,não,sim,sim,não,operação,sim,Sim,Não
Caiçara,8.0,2.7,alvenaria,57.7,abastecimento humano,BA,Iraquara,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Cajueiro,9.0,0.16688,terra,150.0,abastecimento humano,BA,Nordestina,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Caldeirão Grande,7.6,0.4,terra,270.0,abastecimento humano,BA,Cansanção,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Campinas,26.28,2.0777904,terra-enrocamento,674.52,irrigação,BA,Mucugê,alto,alto,sim,sim,não,não,sim,sim,sim,não,construção,sim,Sim,Não
Canabrava,5.6,0.532241,concreto convencional,100.0,irrigação,BA,Jussiape/Rio de Contas,alto,alto,não,não,não,sim,não,sim,sim,não,operação,sim,Sim,Não
Canudos,7.5,0.32,terra,101.5,abastecimento humano,BA,Riachão das Neves,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Capão Comprido,26.63,2.90682234,terra-enrocamento,295.0,irrigação,BA,Mucugê,médio,alto,sim,sim,não,não,sim,sim,sim,não,operação,sim,Sim,Não
Capão do Mel,18.73,3.47926062,terra,320.61,irrigação,BA,Mucugê,médio,alto,sim,sim,não,sim,não,sim,sim,não,operação,sim,Sim,Não
Caraiba B1 (P),2.0,0.022408,alvenaria,10.0,abastecimento humano,BA,Curaçá,alto,alto,não,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Caraiba B2 (P),2.0,0.02845,alvenaria,10.0,abastecimento humano,BA,Curaçá,alto,alto,não,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Caraiba B3 (P),2.0,0.0254,alvenaria,10.0,abastecimento humano,BA,Curaçá,alto,alto,não,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Caraiba B4 (P),5.0,0.45,alvenaria,50.0,industrial,BA,Curaçá,alto,alto,não,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Caraíbas,2.5,0.45,terra,335.0,abastecimento humano,BA,Tabocas do Brejo Velho,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Cariacá,22.3,3.0935,terra,140.0,abastecimento humano,BA,Monte Santo,alto,alto,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Catiboaba,9.654,0.286,terra,285.0,industrial,BA,Brumado,médio,alto,não,sim,não,não,não,não,sim,não,operação,sim,Sim,Não
Catu,2.6,0.104,concreto convencional,104.0,industrial,BA,Catu,baixo,alto,sim,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Cedro,6.0,0.579,terra,230.0,abastecimento humano,BA,Riachão do Jacuípe,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Ceraíma,30.0,58.0,terra,518.0,abastecimento humano,BA,Guanambi,médio,alto,não,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Champrão,19.8,5.98205,terra,346.0,abastecimento humano,BA,Condeúba,médio,alto,não,sim,não,não,sim,sim,sim,não,operação,sim,Sim,Não
Cipó,4.5,0.303639,terra,200.0,abastecimento humano,BA,Mirante,médio,alto,sim,não,não,não,não,sim,não,não,operação,sim,Sim,Não
Cobre,19.0,2.34,alvenaria,132.0,recreação,BA,Salvador,alto,alto,sim,sim,não,não,não,não,sim,não,operação,sim,Sim,Não
Comocoxico,15.22,0.81,terra,320.0,abastecimento humano,BA,Caculé,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Córrego Braço do Sul,14.9,0.12,concreto convencional,10.0,abastecimento humano,BA,Camacan,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Cotia,7.0,0.7167,alvenaria,137.0,irrigação,BA,Boninal,alto,alto,sim,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Cova da Mandioca,32.0,126.01,concreto compactado a rolo  (ccr),342.0,abastecimento humano,BA,Urandi,médio,alto,sim,sim,não,não,não,sim,sim,não,operação,sim,Sim,Não
Crisciúma,9.65,1.439,concreto ciclópico,114.34,abastecimento humano,BA,Jequié,médio,alto,sim,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Cristalândia,22.46,16.6503,concreto compactado a rolo  (ccr),320.0,abastecimento humano,BA,Brumado / Ituaçu,médio,alto,sim,sim,não,sim,não,sim,sim,não,operação,sim,Sim,Não
Cuia,19.0,0.92,terra-enrocamento,152.0,industrial,BA,Jacobina,médio,alto,sim,sim,sim,não,não,sim,sim,não,operação,sim,Sim,Não
Curral Falso,9.0,1.26882,terra,273.0,abastecimento humano,BA,Ribeira do Pombal,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Delfino,17.4,2.108,terra,170.0,abastecimento humano,BA,Umburanas,alto,alto,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Divino ,9.11,1.14,terra,155.0,recreação,BA,Poções,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Espinheiro,4.0,0.2172877,terra,115.0,abastecimento humano,BA,Presidente Jânio Quadros,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Fazenda Campestre,5.0,0.35,terra,220.0,irrigação,BA,Seabra,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Fazenda Casca,14.0,1.81361,terra-enrocamento,196.4,irrigação,BA,Vitória da Conquista,alto,alto,não,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Fazenda Nova,7.0,1.2,terra,300.0,abastecimento humano,BA,Planaltino / Lagedo do Tabocal,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Fazenda Passagem Funda,10.0,4.694271488,terra,313.0,irrigação,BA,Correntina,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Fazenda Pedrinhas,4.0,0.315527,concreto ciclópico,155.0,irrigação,BA,Rio de Contas / Ituaçu,alto,alto,não,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Fazenda Progresso I,7.0,0.0593977,terra,112.5,irrigação,BA,Ibicoara,médio,alto,sim,sim,sim,não,não,não,não,não,operação,sim,Sim,Não
Fazenda Progresso II,7.0,0.512388,terra,220.0,irrigação,BA,Mucugê,médio,alto,sim,sim,sim,não,não,não,não,não,operação,sim,Sim,Não
Fazenda Santa Clara 2,18.5,0.32,terra,126.0,sem informação,BA,Mata de São João,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Fazenda Sumidouro,4.0,0.0461,terra,46.0,irrigação,BA,Mucugê,alto,alto,não,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Fazenda Tamboril,6.0,1.142503,terra,400.0,irrigação,BA,Morro do Chapéu,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Fazendas Reunidas Boa Sorte,3.0,0.00072,terra,15.0,abastecimento humano,BA,Belmonte,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Fonte Velha,16.0,0.4,terra,183.0,abastecimento humano,BA,Jaguarari,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
França,25.5,33.17,terra-enrocamento,420.0,abastecimento humano,BA,Piritiba / Miguel Calmon,baixo,alto,sim,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Gavião,1.5,0.85,alvenaria,57.6,sem informação,BA,São José do Jacuípe / Gavião,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Girau I,9.86,8.21,terra,339.8,abastecimento humano,BA,Riacho de Santana,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Graciosa I,8.43,0.35135567,terra,224.37,irrigação,BA,Mucugê,médio,alto,sim,sim,não,não,sim,sim,sim,não,operação,sim,Sim,Não
Graciosa II,10.33,0.38010195,terra,214.41,irrigação,BA,Mucugê,médio,alto,sim,sim,não,não,sim,sim,sim,não,operação,sim,Sim,Não
Grande,6.0,0.204913,alvenaria,281.0,abastecimento humano,BA,Riachão do Jacuípe,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Guaíra II,11.0,1.181235,terra,185.0,irrigação,BA,Mucugê,médio,alto,sim,sim,sim,sim,não,sim,sim,não,operação,sim,Sim,Não
Heliópolis,8.0,1.5,terra,321.0,irrigação,BA,Cícero Dantas / Heliópolis,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Honorato Viana,5.8,19.70675,terra,800.0,irrigação,BA,Casa Nova,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Iguape ,15.0,4.2,terra-enrocamento,220.0,abastecimento humano,BA,Ilhéus,médio,alto,sim,sim,não,não,não,sim,sim,não,operação,sim,Sim,Não
Ipitanga I,15.0,6.14467,alvenaria,190.0,abastecimento humano,BA,Salvador,médio,alto,sim,sim,sim,não,não,não,não,não,operação,sim,Sim,Não
Ipitanga II,21.0,4.6,concreto convencional,96.0,abastecimento humano,BA,Simões Filho / Salvador,alto,alto,sim,sim,sim,não,não,não,não,não,operação,sim,Sim,Não
Itapicuruzinho,15.0,1.267302,terra,295.0,abastecimento humano,BA,Jacobina,médio,alto,sim,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Jacaré,15.0,5.5,terra,370.0,abastecimento humano,BA,Ibiassucê,médio,alto,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Jacu,10.0,0.26236,terra,210.0,abastecimento humano,BA,Nordestina,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Jaguara,6.0,0.685,alvenaria,147.0,recreação,BA,Feira de Santana,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Jatobá,3.0,0.22,terra,114.0,abastecimento humano,BA,Malhada de Pedras,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Joanes I,19.0,19.0,concreto convencional,132.0,abastecimento humano,BA,Lauro de Freitas/Camaçari,médio,alto,sim,sim,sim,não,não,não,sim,não,operação,sim,Sim,Não
Joanes II,12.0,128.0,terra,790.0,abastecimento humano,BA,Simões Filho/Dias D'Ávila,médio,alto,sim,sim,sim,não,não,sim,sim,não,operação,sim,Sim,Não
Juraci ,21.0,0.35,terra,189.0,abastecimento humano,BA,Marcionílio Souza,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Juraci Magalhães,8.0,4.63,alvenaria,262.0,abastecimento humano,BA,Itaberaba,alto,alto,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Jussiape,7.0,0.1237,alvenaria,182.0,abastecimento humano,BA,Jussiape,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Lage Nova,8.0,0.22,terra,223.0,abastecimento humano,BA,Cansanção,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Lagoa Barauna,5.0,0.380147,terra,204.0,abastecimento humano,BA,Lagoa Real,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Lagoa da Torta,18.3,16.019574,terra,170.7,abastecimento humano,BA,Igaporã,médio,alto,sim,sim,não,não,não,não,sim,não,operação,sim,Sim,Não
Lagoa do Meio,5.0,0.15,terra,108.0,abastecimento humano,BA,Monte Santo,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Lagoa do Pires,9.0,3.1,terra,289.0,abastecimento humano,BA,Uauá,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Lagoa do Umbuzeiro,14.0,0.245895,terra,143.0,abastecimento humano,BA,Piripá,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Lagoa dos Patos I,4.0,0.00652158,terra,90.0,recreação,BA,Ibicoara,alto,alto,sim,sim,sim,não,não,não,não,não,operação,sim,Sim,Não
Lagoa dos Patos II,4.0,0.005985,terra,90.0,regularização de vazão,BA,Ibicoara,alto,alto,sim,sim,sim,não,não,não,não,não,operação,sim,Sim,Não
Lagoa São Miguel,4.0,0.0711802,terra,80.0,sem informação,BA,Jaguarari,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Laje do Antônio,7.0,1.2236797300000002,terra,173.5,abastecimento humano,BA,Monte Santo,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Lajedão,5.2,0.3450915,alvenaria,60.0,abastecimento humano,BA,Boa Nova,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
LANDFIL III (Resíduo),23.0,0.71,terra,250.0,contenção de resíduos industriais,BA,Candeias,baixo,alto,sim,sim,sim,não,não,sim,sim,não,operação,sim,Sim,Não
Leste,5.5,0.15,alvenaria,210.0,abastecimento humano,BA,Queimadas,médio,alto,sim,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Luiz Vieira ,60.0,105.0,terra,1115.0,abastecimento humano,BA,Rio de Contas,médio,alto,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Macajuba,2.0,0.05,alvenaria,50.0,irrigação,BA,Macajuba,médio,alto,sim,não,não,não,não,não,sim,não,operação,sim,Sim,Não
